WorkerId,Input.model1_summary1,Input.model2_summary1,Input.model1_summary2,Input.model2_summary2,Input.model1_summary3,Input.model2_summary3,Input.model1_summary4,Input.model2_summary4,Input.model1_summary5,Input.model2_summary5,Input.id1,Input.id2,Input.id3,Input.id4,Input.id5,Answer.pref1,Answer.pref2,Answer.pref3,Answer.pref4,Answer.pref5
10,Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies.,"Marvel Comics superhero Hawkeye, played by Jeremy Renner, showed off his secret talent for singing Ed Sheeran parodies on ""The Tonight Show Starring Jimmy Fallon."" He sang a reworked version of ""Thinking Out Loud"" and showcased other talents such as playing the piano, trombone, and opening a pickle jar. Renner has proven to be more than a one-hit wonder with his roles in various films.","Hawkeye, the Marvel Comics superhero, showed off his singing skills on ""The Tonight Show Starring Jimmy Fallon"" with a parody of Ed Sheeran's ""Thinking Out Loud."" He also demonstrated his other talents, such as playing the trombone and opening a pickle jar. Actor Jeremy Renner, who plays Hawkeye in the ""Avengers"" films, has also starred in other successful movies.","Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies. The"" Avengers"" character (played by Jeremy Renner) was a guest on ""The Tonight Show Starring Jimmy Fallon,"" where he got behind the piano to showcase some of his other skills. Billboard: Jimmy Fallon hits hot 100 with 'Ew!,' featuring will.i.am.",Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies.,"Marvel superhero Hawkeye, played by Jeremy Renner, showed off his secret talent for singing Ed Sheeran parodies on ""The Tonight Show Starring Jimmy Fallon."" He joked about his lesser-known powers and showcased his skills on the piano, trombone, and opening pickle jars. Renner has proven his talent in various films and franchises, including ""The Avengers"" and ""Mission Impossible.""","Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies. The"" Avengers"" character (played by Jeremy Renner) was a guest on ""The Tonight Show Starring Jimmy Fallon,"" where he got behind the piano to showcase some of his other skills. Billboard: Jimmy Fallon hits hot 100 with 'Ew!,' featuring will.i.am. ""Listen I've got powers too, and they're pretty sweet. I promise","Marvel's Hawkeye, played by Jeremy Renner, showed off his singing skills on ""The Tonight Show Starring Jimmy Fallon"" with a parody of Ed Sheeran's ""Thinking Out Loud."" He also demonstrated his other talents, including playing the trombone and opening pickle jars. Despite his impressive abilities, he may still lose in a fight against Thor. Renner has proven his versatility as an actor in various films and franchises.","Marvel Comics superhero Hawkeye, played by Jeremy Renner, showed off his hidden talent for singing Ed Sheeran parodies on ""The Tonight Show Starring Jimmy Fallon."" He sang a reworked version of ""Thinking Out Loud"" and showcased his other skills, such as playing the piano, trombone, and opening pickle jars. Renner has proven to be more than a one-hit wonder with his roles in various films.","Jeremy Renner is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies. The"" Avengers"" character (played by Jeremy Renner) was a guest on ""The Tonight Show Starring Jimmy Fallon,"" where he got behind the piano to showcase some of his other skills. Billboard: Jimmy Fallon hits hot 100 with 'Ew!,' featuring will.i.am. ""Listen I've got powers too, and they're pretty sweet. I promise I can",1,2,1,1,2,1,-1,1,1,-1
11,Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies.,"Marvel Comics superhero Hawkeye, played by Jeremy Renner, showed off his secret talent for singing Ed Sheeran parodies on ""The Tonight Show Starring Jimmy Fallon."" He sang a reworked version of ""Thinking Out Loud"" and showcased other talents such as playing the piano, trombone, and opening a pickle jar. Renner has proven to be more than a one-hit wonder with his roles in various films.","Hawkeye, the Marvel Comics superhero, showed off his singing skills on ""The Tonight Show Starring Jimmy Fallon"" with a parody of Ed Sheeran's ""Thinking Out Loud."" He also demonstrated his other talents, such as playing the trombone and opening a pickle jar. Actor Jeremy Renner, who plays Hawkeye in the ""Avengers"" films, has also starred in other successful movies.","Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies. The"" Avengers"" character (played by Jeremy Renner) was a guest on ""The Tonight Show Starring Jimmy Fallon,"" where he got behind the piano to showcase some of his other skills. Billboard: Jimmy Fallon hits hot 100 with 'Ew!,' featuring will.i.am.",Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies.,"Marvel superhero Hawkeye, played by Jeremy Renner, showed off his secret talent for singing Ed Sheeran parodies on ""The Tonight Show Starring Jimmy Fallon."" He joked about his lesser-known powers and showcased his skills on the piano, trombone, and opening pickle jars. Renner has proven his talent in various films and franchises, including ""The Avengers"" and ""Mission Impossible.""","Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies. The"" Avengers"" character (played by Jeremy Renner) was a guest on ""The Tonight Show Starring Jimmy Fallon,"" where he got behind the piano to showcase some of his other skills. Billboard: Jimmy Fallon hits hot 100 with 'Ew!,' featuring will.i.am. ""Listen I've got powers too, and they're pretty sweet. I promise","Marvel's Hawkeye, played by Jeremy Renner, showed off his singing skills on ""The Tonight Show Starring Jimmy Fallon"" with a parody of Ed Sheeran's ""Thinking Out Loud."" He also demonstrated his other talents, including playing the trombone and opening pickle jars. Despite his impressive abilities, he may still lose in a fight against Thor. Renner has proven his versatility as an actor in various films and franchises.","Marvel Comics superhero Hawkeye, played by Jeremy Renner, showed off his hidden talent for singing Ed Sheeran parodies on ""The Tonight Show Starring Jimmy Fallon."" He sang a reworked version of ""Thinking Out Loud"" and showcased his other skills, such as playing the piano, trombone, and opening pickle jars. Renner has proven to be more than a one-hit wonder with his roles in various films.","Jeremy Renner is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies. The"" Avengers"" character (played by Jeremy Renner) was a guest on ""The Tonight Show Starring Jimmy Fallon,"" where he got behind the piano to showcase some of his other skills. Billboard: Jimmy Fallon hits hot 100 with 'Ew!,' featuring will.i.am. ""Listen I've got powers too, and they're pretty sweet. I promise I can",1,2,1,1,2,1,0,1,1,-1
2,Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies.,"Marvel Comics superhero Hawkeye, played by Jeremy Renner, showed off his secret talent for singing Ed Sheeran parodies on ""The Tonight Show Starring Jimmy Fallon."" He sang a reworked version of ""Thinking Out Loud"" and showcased other talents such as playing the piano, trombone, and opening a pickle jar. Renner has proven to be more than a one-hit wonder with his roles in various films.","Hawkeye, the Marvel Comics superhero, showed off his singing skills on ""The Tonight Show Starring Jimmy Fallon"" with a parody of Ed Sheeran's ""Thinking Out Loud."" He also demonstrated his other talents, such as playing the trombone and opening a pickle jar. Actor Jeremy Renner, who plays Hawkeye in the ""Avengers"" films, has also starred in other successful movies.","Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies. The"" Avengers"" character (played by Jeremy Renner) was a guest on ""The Tonight Show Starring Jimmy Fallon,"" where he got behind the piano to showcase some of his other skills. Billboard: Jimmy Fallon hits hot 100 with 'Ew!,' featuring will.i.am.",Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies.,"Marvel superhero Hawkeye, played by Jeremy Renner, showed off his secret talent for singing Ed Sheeran parodies on ""The Tonight Show Starring Jimmy Fallon."" He joked about his lesser-known powers and showcased his skills on the piano, trombone, and opening pickle jars. Renner has proven his talent in various films and franchises, including ""The Avengers"" and ""Mission Impossible.""","Marvel Comics superhero Hawkeye is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies. The"" Avengers"" character (played by Jeremy Renner) was a guest on ""The Tonight Show Starring Jimmy Fallon,"" where he got behind the piano to showcase some of his other skills. Billboard: Jimmy Fallon hits hot 100 with 'Ew!,' featuring will.i.am. ""Listen I've got powers too, and they're pretty sweet. I promise","Marvel's Hawkeye, played by Jeremy Renner, showed off his singing skills on ""The Tonight Show Starring Jimmy Fallon"" with a parody of Ed Sheeran's ""Thinking Out Loud."" He also demonstrated his other talents, including playing the trombone and opening pickle jars. Despite his impressive abilities, he may still lose in a fight against Thor. Renner has proven his versatility as an actor in various films and franchises.","Marvel Comics superhero Hawkeye, played by Jeremy Renner, showed off his hidden talent for singing Ed Sheeran parodies on ""The Tonight Show Starring Jimmy Fallon."" He sang a reworked version of ""Thinking Out Loud"" and showcased his other skills, such as playing the piano, trombone, and opening pickle jars. Renner has proven to be more than a one-hit wonder with his roles in various films.","Jeremy Renner is a master with the bow and arrow. He's also got a secret super-talent at singing Ed Sheeran parodies. The"" Avengers"" character (played by Jeremy Renner) was a guest on ""The Tonight Show Starring Jimmy Fallon,"" where he got behind the piano to showcase some of his other skills. Billboard: Jimmy Fallon hits hot 100 with 'Ew!,' featuring will.i.am. ""Listen I've got powers too, and they're pretty sweet. I promise I can",1,2,1,1,2,1,-1,1,1,-1
7,Indictment alleges FedEx was involved in illegal drug trafficking.,"The Department of Justice has charged FedEx with 15 counts related to the transportation of illegal prescription drugs. FedEx argues that as a common carrier, they should not be held responsible for the contents of packages they deliver. However, the DOJ claims that FedEx was aware of the illegal activity and chose to continue delivering the drugs. The prosecution of corporations in drug-related cases may bring in money for the government, but it also raises questions about the effectiveness and fairness of this approach.","The United States Department of Justice has named a new defendant in the war on drugs, and the charges are serious indeed.","The Department of Justice has charged FedEx with multiple counts related to transporting illegal drugs, but the company argues that it is not responsible for the contents of packages it delivers. The government's motive for prosecuting corporations is financial gain, but this could have negative consequences for the economy and may not make legal sense. FedEx has a strong argument for dismissal in this case.","The U.S. Department of Justice has charged FedEx with 15 counts related to conspiracies, transporting illegal prescription drugs, and money laundering. FedEx argues that it is innocent and should not be held responsible for the contents of packages it delivers. The government's motives may be more about money and power than actual justice.","A 15-count indictment filed in federal court in California bristles with accusations of conspiracies, transporting prescription pharmaceuticals dispensed with illegal prescriptions, violations of the Controlled Substances Act, misbranding charges, and money laundering charges.","The United States Department of Justice has named a new defendant in the war on drugs, and the charges are serious indeed. A 15-count indictment filed in federal court in California bristles with accusations of conspiracies, transporting prescription pharmaceuticals dispensed with illegal prescriptions, violations of the Controlled Substances Act, misbranding charges, and money laundering charges.","The US Department of Justice has indicted FedEx on 15 counts of drug-related charges, including conspiracy, transporting illegal pharmaceuticals, and money laundering. FedEx argues that as a common carrier, they should not be held responsible for the contents of packages they deliver. The government's motive for prosecuting corporations is for financial gain, but this could ultimately result in job cuts and other consequences for the public. FedEx has a strong argument for dismissal in this case.","The United States Department of Justice has named a new defendant in the war on drugs, and the charges are serious indeed.","The Department of Justice has charged FedEx with 15 counts related to the transportation of illegal prescription drugs. FedEx argues that as a common carrier, they are not responsible for the contents of packages they deliver. The government's motivation for prosecuting corporations like FedEx is primarily financial, but this case raises questions about the legal implications of treating corporations as ""persons.""",1,1,2,1,1,1,1,-1,1,1
8,Indictment alleges FedEx was involved in illegal drug trafficking.,"The Department of Justice has charged FedEx with 15 counts related to the transportation of illegal prescription drugs. FedEx argues that as a common carrier, they should not be held responsible for the contents of packages they deliver. However, the DOJ claims that FedEx was aware of the illegal activity and chose to continue delivering the drugs. The prosecution of corporations in drug-related cases may bring in money for the government, but it also raises questions about the effectiveness and fairness of this approach.","The United States Department of Justice has named a new defendant in the war on drugs, and the charges are serious indeed.","The Department of Justice has charged FedEx with multiple counts related to transporting illegal drugs, but the company argues that it is not responsible for the contents of packages it delivers. The government's motive for prosecuting corporations is financial gain, but this could have negative consequences for the economy and may not make legal sense. FedEx has a strong argument for dismissal in this case.","The U.S. Department of Justice has charged FedEx with 15 counts related to conspiracies, transporting illegal prescription drugs, and money laundering. FedEx argues that it is innocent and should not be held responsible for the contents of packages it delivers. The government's motives may be more about money and power than actual justice.","A 15-count indictment filed in federal court in California bristles with accusations of conspiracies, transporting prescription pharmaceuticals dispensed with illegal prescriptions, violations of the Controlled Substances Act, misbranding charges, and money laundering charges.","The United States Department of Justice has named a new defendant in the war on drugs, and the charges are serious indeed. A 15-count indictment filed in federal court in California bristles with accusations of conspiracies, transporting prescription pharmaceuticals dispensed with illegal prescriptions, violations of the Controlled Substances Act, misbranding charges, and money laundering charges.","The US Department of Justice has indicted FedEx on 15 counts of drug-related charges, including conspiracy, transporting illegal pharmaceuticals, and money laundering. FedEx argues that as a common carrier, they should not be held responsible for the contents of packages they deliver. The government's motive for prosecuting corporations is for financial gain, but this could ultimately result in job cuts and other consequences for the public. FedEx has a strong argument for dismissal in this case.","The United States Department of Justice has named a new defendant in the war on drugs, and the charges are serious indeed.","The Department of Justice has charged FedEx with 15 counts related to the transportation of illegal prescription drugs. FedEx argues that as a common carrier, they are not responsible for the contents of packages they deliver. The government's motivation for prosecuting corporations like FedEx is primarily financial, but this case raises questions about the legal implications of treating corporations as ""persons.""",1,1,2,1,1,1,1,-1,1,1
3,Indictment alleges FedEx was involved in illegal drug trafficking.,"The Department of Justice has charged FedEx with 15 counts related to the transportation of illegal prescription drugs. FedEx argues that as a common carrier, they should not be held responsible for the contents of packages they deliver. However, the DOJ claims that FedEx was aware of the illegal activity and chose to continue delivering the drugs. The prosecution of corporations in drug-related cases may bring in money for the government, but it also raises questions about the effectiveness and fairness of this approach.","The United States Department of Justice has named a new defendant in the war on drugs, and the charges are serious indeed.","The Department of Justice has charged FedEx with multiple counts related to transporting illegal drugs, but the company argues that it is not responsible for the contents of packages it delivers. The government's motive for prosecuting corporations is financial gain, but this could have negative consequences for the economy and may not make legal sense. FedEx has a strong argument for dismissal in this case.","The U.S. Department of Justice has charged FedEx with 15 counts related to conspiracies, transporting illegal prescription drugs, and money laundering. FedEx argues that it is innocent and should not be held responsible for the contents of packages it delivers. The government's motives may be more about money and power than actual justice.","A 15-count indictment filed in federal court in California bristles with accusations of conspiracies, transporting prescription pharmaceuticals dispensed with illegal prescriptions, violations of the Controlled Substances Act, misbranding charges, and money laundering charges.","The United States Department of Justice has named a new defendant in the war on drugs, and the charges are serious indeed. A 15-count indictment filed in federal court in California bristles with accusations of conspiracies, transporting prescription pharmaceuticals dispensed with illegal prescriptions, violations of the Controlled Substances Act, misbranding charges, and money laundering charges.","The US Department of Justice has indicted FedEx on 15 counts of drug-related charges, including conspiracy, transporting illegal pharmaceuticals, and money laundering. FedEx argues that as a common carrier, they should not be held responsible for the contents of packages they deliver. The government's motive for prosecuting corporations is for financial gain, but this could ultimately result in job cuts and other consequences for the public. FedEx has a strong argument for dismissal in this case.","The United States Department of Justice has named a new defendant in the war on drugs, and the charges are serious indeed.","The Department of Justice has charged FedEx with 15 counts related to the transportation of illegal prescription drugs. FedEx argues that as a common carrier, they are not responsible for the contents of packages they deliver. The government's motivation for prosecuting corporations like FedEx is primarily financial, but this case raises questions about the legal implications of treating corporations as ""persons.""",1,1,2,1,1,1,1,-1,1,1
11,Two people have been arrested after at least 55 dog carcasses were found dumped in Queensland bush.,"Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in the bush. The discovery was made after a tip-off from a member of the public and authorities are investigating the greyhound racing industry for potential animal abuse. The Queensland police have established a joint taskforce with the RSPCA to investigate the industry and are appealing for anyone involved to come forward.","Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in the bush. The RSPCA is assisting in the investigation, and the police minister has promised a zero tolerance approach to animal abuse. The discovery follows a television investigation revealing the illegal use of live bait in training dogs, prompting bans and suspensions in the greyhound racing industry.","Two people, one of them a licensed greyhound trainer, have been arrested in Australia after at least 55 dog carcasses were found dumped in Queensland bush, according to Australian media reports.",Two people have been arrested in Australia after 55 greyhound carcasses were found dumped in the bush. The suspects are a licensed greyhound trainer and a 64-year old woman. The discovery was made after a tip-off from a member of the public and the police are investigating the incident. The greyhound racing industry has been under scrutiny since a television investigation revealed the illegal use of live bait in training dogs.,"Two people have been arrested in Australia after at least 55 dog carcasses were found dumped in Queensland bush, according to Australian media reports.","Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in a bush. The discovery was made following a tip-off and authorities are investigating the incident. The greyhound racing industry in Australia has been under scrutiny since a television investigation revealed the illegal use of live bait in training dogs.",One woman has been charged with obstructing police. The two people arrested in Queensland are both licensed greyhound trainers. The RSPCA is assisting police in their investigation.,"Two people, one of them a licensed greyhound trainer, have been arrested in Australia after at least 55 dog carcasses were found dumped in Queensland bush, according to Australian media reports.","Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in a bush. The discovery was made after a tip-off from a member of the public. The incident has sparked outrage and investigations into the greyhound racing industry in Australia.",1,2,2,2,1,1,-1,-1,-1,0
9,Two people have been arrested after at least 55 dog carcasses were found dumped in Queensland bush.,"Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in the bush. The discovery was made after a tip-off from a member of the public and authorities are investigating the greyhound racing industry for potential animal abuse. The Queensland police have established a joint taskforce with the RSPCA to investigate the industry and are appealing for anyone involved to come forward.","Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in the bush. The RSPCA is assisting in the investigation, and the police minister has promised a zero tolerance approach to animal abuse. The discovery follows a television investigation revealing the illegal use of live bait in training dogs, prompting bans and suspensions in the greyhound racing industry.","Two people, one of them a licensed greyhound trainer, have been arrested in Australia after at least 55 dog carcasses were found dumped in Queensland bush, according to Australian media reports.",Two people have been arrested in Australia after 55 greyhound carcasses were found dumped in the bush. The suspects are a licensed greyhound trainer and a 64-year old woman. The discovery was made after a tip-off from a member of the public and the police are investigating the incident. The greyhound racing industry has been under scrutiny since a television investigation revealed the illegal use of live bait in training dogs.,"Two people have been arrested in Australia after at least 55 dog carcasses were found dumped in Queensland bush, according to Australian media reports.","Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in a bush. The discovery was made following a tip-off and authorities are investigating the incident. The greyhound racing industry in Australia has been under scrutiny since a television investigation revealed the illegal use of live bait in training dogs.",One woman has been charged with obstructing police. The two people arrested in Queensland are both licensed greyhound trainers. The RSPCA is assisting police in their investigation.,"Two people, one of them a licensed greyhound trainer, have been arrested in Australia after at least 55 dog carcasses were found dumped in Queensland bush, according to Australian media reports.","Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in a bush. The discovery was made after a tip-off from a member of the public. The incident has sparked outrage and investigations into the greyhound racing industry in Australia.",1,2,2,2,1,1,-1,-1,-1,1
8,Two people have been arrested after at least 55 dog carcasses were found dumped in Queensland bush.,"Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in the bush. The discovery was made after a tip-off from a member of the public and authorities are investigating the greyhound racing industry for potential animal abuse. The Queensland police have established a joint taskforce with the RSPCA to investigate the industry and are appealing for anyone involved to come forward.","Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in the bush. The RSPCA is assisting in the investigation, and the police minister has promised a zero tolerance approach to animal abuse. The discovery follows a television investigation revealing the illegal use of live bait in training dogs, prompting bans and suspensions in the greyhound racing industry.","Two people, one of them a licensed greyhound trainer, have been arrested in Australia after at least 55 dog carcasses were found dumped in Queensland bush, according to Australian media reports.",Two people have been arrested in Australia after 55 greyhound carcasses were found dumped in the bush. The suspects are a licensed greyhound trainer and a 64-year old woman. The discovery was made after a tip-off from a member of the public and the police are investigating the incident. The greyhound racing industry has been under scrutiny since a television investigation revealed the illegal use of live bait in training dogs.,"Two people have been arrested in Australia after at least 55 dog carcasses were found dumped in Queensland bush, according to Australian media reports.","Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in a bush. The discovery was made following a tip-off and authorities are investigating the incident. The greyhound racing industry in Australia has been under scrutiny since a television investigation revealed the illegal use of live bait in training dogs.",One woman has been charged with obstructing police. The two people arrested in Queensland are both licensed greyhound trainers. The RSPCA is assisting police in their investigation.,"Two people, one of them a licensed greyhound trainer, have been arrested in Australia after at least 55 dog carcasses were found dumped in Queensland bush, according to Australian media reports.","Two people, including a licensed greyhound trainer, have been arrested in Australia after 55 dog carcasses were found dumped in a bush. The discovery was made after a tip-off from a member of the public. The incident has sparked outrage and investigations into the greyhound racing industry in Australia.",1,2,2,2,1,1,-1,-1,-1,1
10,"Thousands of people in South Africa have been forced to seek shelter after violent attacks on immigrants in Durban. The attacks, which have left at least five people dead, were sparked by accusations that immigrants were taking jobs from locals. Aid groups are providing support and assistance to those affected, and there are concerns that the violence may spread to other cities. Similar attacks have occurred in the past, with Johannesburg being a previous hotspot for anti-immigrant tensions.","Thousands seek refuge in temporary shelters in South Africa after mobs with machetes attacked immigrants in Durban, killing at least five people, an aid group said Thursday.","Thousands seek refuge in temporary shelters in South Africa after mobs attacked immigrants in Durban, leaving at least five people dead, an aid group said Thursday.","Thousands of immigrants in South Africa have sought refuge in temporary shelters after being attacked by mobs with machetes. The attacks, which were sparked by accusations of taking jobs, have left at least five people dead. Aid groups are providing support and preparing aid packages for those who may journey back to their home countries. Similar incidents have occurred in the past, with Johannesburg being a previous epicenter of anti-immigrant tensions.","Thousands of immigrants in South Africa have sought refuge in temporary shelters after being attacked by locals with machetes. The attacks, which have left at least five people dead, were sparked by accusations of immigrants taking jobs from South Africans. Aid organizations are providing support and preparing aid packages for those who may need to return to their home countries. There are concerns that the violence may spread to other cities, but efforts are being made to prevent that from happening.","Thousands of South Africans have sought refuge in temporary shelters after mobs with machetes attacked immigrants in Durban, an aid group says.","Thousands of immigrants in Durban, South Africa sought refuge in temporary shelters after being attacked by mobs with machetes. The violence, sparked by accusations of job stealing, left at least five people dead. Aid groups are providing support and preparing for potential further violence in other areas. Similar attacks have occurred in the past, with the 2008 Johannesburg attacks resulting in numerous arrests.","The charity said about 8,500 people fled to refugee centers or police stations this week because of the violence.","Thousands sought refuge in temporary shelters in South Africa after mobs with machetes attacked immigrants in Durban, leaving at least five people dead, an aid group said Thursday.","Thousands of immigrants in Durban, South Africa sought refuge in temporary shelters after being attacked by mobs with machetes. The violence, sparked by accusations of job stealing, has left at least five people dead. Aid groups are providing support and preparing aid packages for those who may need to journey back to their home countries. Similar attacks have occurred in the past, with Johannesburg being a previous epicenter of anti-immigrant tensions.",2,1,2,2,1,-1,1,-1,-1,1
5,"Thousands of people in South Africa have been forced to seek shelter after violent attacks on immigrants in Durban. The attacks, which have left at least five people dead, were sparked by accusations that immigrants were taking jobs from locals. Aid groups are providing support and assistance to those affected, and there are concerns that the violence may spread to other cities. Similar attacks have occurred in the past, with Johannesburg being a previous hotspot for anti-immigrant tensions.","Thousands seek refuge in temporary shelters in South Africa after mobs with machetes attacked immigrants in Durban, killing at least five people, an aid group said Thursday.","Thousands seek refuge in temporary shelters in South Africa after mobs attacked immigrants in Durban, leaving at least five people dead, an aid group said Thursday.","Thousands of immigrants in South Africa have sought refuge in temporary shelters after being attacked by mobs with machetes. The attacks, which were sparked by accusations of taking jobs, have left at least five people dead. Aid groups are providing support and preparing aid packages for those who may journey back to their home countries. Similar incidents have occurred in the past, with Johannesburg being a previous epicenter of anti-immigrant tensions.","Thousands of immigrants in South Africa have sought refuge in temporary shelters after being attacked by locals with machetes. The attacks, which have left at least five people dead, were sparked by accusations of immigrants taking jobs from South Africans. Aid organizations are providing support and preparing aid packages for those who may need to return to their home countries. There are concerns that the violence may spread to other cities, but efforts are being made to prevent that from happening.","Thousands of South Africans have sought refuge in temporary shelters after mobs with machetes attacked immigrants in Durban, an aid group says.","Thousands of immigrants in Durban, South Africa sought refuge in temporary shelters after being attacked by mobs with machetes. The violence, sparked by accusations of job stealing, left at least five people dead. Aid groups are providing support and preparing for potential further violence in other areas. Similar attacks have occurred in the past, with the 2008 Johannesburg attacks resulting in numerous arrests.","The charity said about 8,500 people fled to refugee centers or police stations this week because of the violence.","Thousands sought refuge in temporary shelters in South Africa after mobs with machetes attacked immigrants in Durban, leaving at least five people dead, an aid group said Thursday.","Thousands of immigrants in Durban, South Africa sought refuge in temporary shelters after being attacked by mobs with machetes. The violence, sparked by accusations of job stealing, has left at least five people dead. Aid groups are providing support and preparing aid packages for those who may need to journey back to their home countries. Similar attacks have occurred in the past, with Johannesburg being a previous epicenter of anti-immigrant tensions.",2,1,2,2,1,0,1,0,-1,0
11,"Thousands of people in South Africa have been forced to seek shelter after violent attacks on immigrants in Durban. The attacks, which have left at least five people dead, were sparked by accusations that immigrants were taking jobs from locals. Aid groups are providing support and assistance to those affected, and there are concerns that the violence may spread to other cities. Similar attacks have occurred in the past, with Johannesburg being a previous hotspot for anti-immigrant tensions.","Thousands seek refuge in temporary shelters in South Africa after mobs with machetes attacked immigrants in Durban, killing at least five people, an aid group said Thursday.","Thousands seek refuge in temporary shelters in South Africa after mobs attacked immigrants in Durban, leaving at least five people dead, an aid group said Thursday.","Thousands of immigrants in South Africa have sought refuge in temporary shelters after being attacked by mobs with machetes. The attacks, which were sparked by accusations of taking jobs, have left at least five people dead. Aid groups are providing support and preparing aid packages for those who may journey back to their home countries. Similar incidents have occurred in the past, with Johannesburg being a previous epicenter of anti-immigrant tensions.","Thousands of immigrants in South Africa have sought refuge in temporary shelters after being attacked by locals with machetes. The attacks, which have left at least five people dead, were sparked by accusations of immigrants taking jobs from South Africans. Aid organizations are providing support and preparing aid packages for those who may need to return to their home countries. There are concerns that the violence may spread to other cities, but efforts are being made to prevent that from happening.","Thousands of South Africans have sought refuge in temporary shelters after mobs with machetes attacked immigrants in Durban, an aid group says.","Thousands of immigrants in Durban, South Africa sought refuge in temporary shelters after being attacked by mobs with machetes. The violence, sparked by accusations of job stealing, left at least five people dead. Aid groups are providing support and preparing for potential further violence in other areas. Similar attacks have occurred in the past, with the 2008 Johannesburg attacks resulting in numerous arrests.","The charity said about 8,500 people fled to refugee centers or police stations this week because of the violence.","Thousands sought refuge in temporary shelters in South Africa after mobs with machetes attacked immigrants in Durban, leaving at least five people dead, an aid group said Thursday.","Thousands of immigrants in Durban, South Africa sought refuge in temporary shelters after being attacked by mobs with machetes. The violence, sparked by accusations of job stealing, has left at least five people dead. Aid groups are providing support and preparing aid packages for those who may need to journey back to their home countries. Similar attacks have occurred in the past, with Johannesburg being a previous epicenter of anti-immigrant tensions.",2,1,2,2,1,-1,1,-1,-1,1
